INSERT INTO BorrowDetails VALUES ('BR00001', 'BC00036', TO_DATE('2019-01-17', 'YYYY-MM-DD'), TO_DATE(' 2019-01-17', 'YYYY-MM-DD'), TO_DATE('2019-01-16', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00086', 'BC00026', TO_DATE('2022-04-05', 'YYYY-MM-DD'), TO_DATE('2022-04-05', 'YYYY-MM-DD'), TO_DATE('2022-04-03', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00086', 'BC00061', TO_DATE('2022-04-05', 'YYYY-MM-DD'), TO_DATE('2022-04-05', 'YYYY-MM-DD'), TO_DATE('2022-04-08', 'YYYY-MM-DD'), 'LIGHTDMG', 'LATERETURN', 'FN00113');
INSERT INTO BorrowDetails VALUES ('BR00087', 'BC00184', TO_DATE('2022-04-07', 'YYYY-MM-DD'), TO_DATE('2022-04-07', 'YYYY-MM-DD'), TO_DATE('2022-04-01', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00088', 'BC00034', TO_DATE('2022-04-07', 'YYYY-MM-DD'), TO_DATE('2022-04-07', 'YYYY-MM-DD'), TO_DATE('2022-04-05', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00089', 'BC00379', TO_DATE('2022-04-13', 'YYYY-MM-DD'), TO_DATE('2022-04-13', 'YYYY-MM-DD'), TO_DATE('2022-04-10', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00090', 'BC00372', TO_DATE('2022-04-16', 'YYYY-MM-DD'), TO_DATE('2022-04-16', 'YYYY-MM-DD'), TO_DATE('2022-04-12', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00115');
INSERT INTO BorrowDetails VALUES ('BR00090', 'BC00381', TO_DATE('2022-04-16', 'YYYY-MM-DD'), TO_DATE('2022-04-16', 'YYYY-MM-DD'), TO_DATE('2022-04-12', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00090', 'BC00472', TO_DATE('2022-04-16', 'YYYY-MM-DD'), TO_DATE('2022-04-16', 'YYYY-MM-DD'), TO_DATE('2022-04-12', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00091', 'BC00461', TO_DATE('2022-04-22', 'YYYY-MM-DD'), TO_DATE('2022-04-22', 'YYYY-MM-DD'), TO_DATE('2022-04-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00092', 'BC00268', TO_DATE('2022-05-09', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), TO_DATE('2022-05-24', 'YYYY-MM-DD'), 'LOST', 'LATERETURN', 'FN00120');
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00185', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00358', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00275', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00329', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00004', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00116');
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00024', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00148', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00472', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00093', 'BC00231', TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-14', 'YYYY-MM-DD'), TO_DATE('2022-05-09', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00117');
INSERT INTO BorrowDetails VALUES ('BR00094', 'BC00205', TO_DATE('2022-05-18', 'YYYY-MM-DD'), TO_DATE('2022-05-18', 'YYYY-MM-DD'), TO_DATE('2022-05-16', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00095', 'BC00471', TO_DATE('2022-05-18', 'YYYY-MM-DD'), TO_DATE('2022-05-18', 'YYYY-MM-DD'), TO_DATE('2022-05-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00095', 'BC00311', TO_DATE('2022-05-18', 'YYYY-MM-DD'), TO_DATE('2022-05-18', 'YYYY-MM-DD'), TO_DATE('2022-05-18', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00119');
INSERT INTO BorrowDetails VALUES ('BR00096', 'BC00310', TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-21', 'YYYY-MM-DD'), 'LIGHTDMG', 'LATERETURN', 'FN00122');
INSERT INTO BorrowDetails VALUES ('BR00097', 'BC00294', TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-11', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00097', 'BC00317', TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-11', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00097', 'BC00271', TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-11', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00097', 'BC00199', TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-15', 'YYYY-MM-DD'), TO_DATE('2022-06-11', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00098', 'BC00178', TO_DATE('2022-06-19', 'YYYY-MM-DD'), TO_DATE('2022-06-19', 'YYYY-MM-DD'), TO_DATE('2022-06-14', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00099', 'BC00192', TO_DATE('2022-06-19', 'YYYY-MM-DD'), TO_DATE('2022-06-19', 'YYYY-MM-DD'), TO_DATE('2022-06-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00100', 'BC00381', TO_DATE('2022-06-25', 'YYYY-MM-DD'), TO_DATE('2022-06-25', 'YYYY-MM-DD'), TO_DATE('2022-06-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00100', 'BC00316', TO_DATE('2022-06-25', 'YYYY-MM-DD'), TO_DATE('2022-06-25', 'YYYY-MM-DD'), TO_DATE('2022-06-20', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00121');
INSERT INTO BorrowDetails VALUES ('BR00100', 'BC00247', TO_DATE('2022-06-25', 'YYYY-MM-DD'), TO_DATE('2022-06-25', 'YYYY-MM-DD'), TO_DATE('2022-06-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00101', 'BC00159', TO_DATE('2022-06-29', 'YYYY-MM-DD'), TO_DATE('2022-06-29', 'YYYY-MM-DD'), TO_DATE('2022-06-27', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00102', 'BC00003', TO_DATE('2022-07-02', 'YYYY-MM-DD'), TO_DATE('2022-07-02', 'YYYY-MM-DD'), TO_DATE('2022-07-01', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00102', 'BC00184', TO_DATE('2022-07-02', 'YYYY-MM-DD'), TO_DATE('2022-07-02', 'YYYY-MM-DD'), TO_DATE('2022-07-01', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00103', 'BC00052', TO_DATE('2022-07-19', 'YYYY-MM-DD'), TO_DATE('2022-07-19', 'YYYY-MM-DD'), TO_DATE('2022-07-15', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00104', 'BC00287', TO_DATE('2022-07-24', 'YYYY-MM-DD'), TO_DATE('2022-07-24', 'YYYY-MM-DD'), TO_DATE('2022-07-22', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00105', 'BC00081', TO_DATE('2022-07-26', 'YYYY-MM-DD'), TO_DATE('2022-07-26', 'YYYY-MM-DD'), TO_DATE('2022-07-21', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00105', 'BC00234', TO_DATE('2022-07-26', 'YYYY-MM-DD'), TO_DATE('2022-08-02', 'YYYY-MM-DD'), TO_DATE('2022-08-01', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00106', 'BC00183', TO_DATE('2022-07-27', 'YYYY-MM-DD'), TO_DATE('2022-07-27', 'YYYY-MM-DD'), TO_DATE('2022-07-26', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00107', 'BC00152', TO_DATE('2022-08-22', 'YYYY-MM-DD'), TO_DATE('2022-08-22', 'YYYY-MM-DD'), TO_DATE('2022-08-23', 'YYYY-MM-DD'), 'LIGHTDMG', 'LATERETURN', 'FN00125');
INSERT INTO BorrowDetails VALUES ('BR00108', 'BC00193', TO_DATE('2022-09-03', 'YYYY-MM-DD'), TO_DATE('2022-09-03', 'YYYY-MM-DD'), TO_DATE('2022-08-30', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00109', 'BC00283', TO_DATE('2022-09-05', 'YYYY-MM-DD'), TO_DATE('2022-09-05', 'YYYY-MM-DD'), TO_DATE('2022-09-04', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00110', 'BC00221', TO_DATE('2022-09-20', 'YYYY-MM-DD'), TO_DATE('2022-09-20', 'YYYY-MM-DD'), TO_DATE('2022-09-17', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00110', 'BC00188', TO_DATE('2022-09-20', 'YYYY-MM-DD'), TO_DATE('2022-09-20', 'YYYY-MM-DD'), TO_DATE('2022-09-17', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00110', 'BC00481', TO_DATE('2022-09-20', 'YYYY-MM-DD'), TO_DATE('2022-09-20', 'YYYY-MM-DD'), TO_DATE('2022-09-17', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00111', 'BC00418', TO_DATE('2022-09-22', 'YYYY-MM-DD'), TO_DATE('2022-09-22', 'YYYY-MM-DD'), TO_DATE('2022-09-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00112', 'BC00301', TO_DATE('2022-10-31', 'YYYY-MM-DD'), TO_DATE('2022-10-31', 'YYYY-MM-DD'), TO_DATE('2022-10-31', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00130');
INSERT INTO BorrowDetails VALUES ('BR00113', 'BC00183', TO_DATE('2022-11-05', 'YYYY-MM-DD'), TO_DATE('2022-11-05', 'YYYY-MM-DD'), TO_DATE('2022-11-01', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00114', 'BC00173', TO_DATE('2022-11-20', 'YYYY-MM-DD'), TO_DATE('2022-11-20', 'YYYY-MM-DD'), TO_DATE('2022-11-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00115', 'BC00169', TO_DATE('2022-11-29', 'YYYY-MM-DD'), TO_DATE('2022-11-29', 'YYYY-MM-DD'), TO_DATE('2022-11-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00115', 'BC00024', TO_DATE('2022-11-29', 'YYYY-MM-DD'), TO_DATE('2022-11-29', 'YYYY-MM-DD'), TO_DATE('2022-11-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00116', 'BC00155', TO_DATE('2023-01-07', 'YYYY-MM-DD'), TO_DATE('2023-01-07', 'YYYY-MM-DD'), TO_DATE('2023-01-22', 'YYYY-MM-DD'), 'LOST', 'LATERETURN', 'FN00135');
INSERT INTO BorrowDetails VALUES ('BR00117', 'BC00482', TO_DATE('2023-01-08', 'YYYY-MM-DD'), TO_DATE('2023-01-08', 'YYYY-MM-DD'), TO_DATE('2023-01-05', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00118', 'BC00183', TO_DATE('2023-01-19', 'YYYY-MM-DD'), TO_DATE('2023-01-19', 'YYYY-MM-DD'), TO_DATE('2023-01-15', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00119', 'BC00173', TO_DATE('2023-01-22', 'YYYY-MM-DD'), TO_DATE('2023-01-22', 'YYYY-MM-DD'), TO_DATE('2023-01-29', 'YYYY-MM-DD'), 'GOOD', 'LATERETURN', 'FN00136');
INSERT INTO BorrowDetails VALUES ('BR00120', 'BC00284', TO_DATE('2023-01-23', 'YYYY-MM-DD'), TO_DATE('2023-01-23', 'YYYY-MM-DD'), TO_DATE('2023-01-17', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00120', 'BC00500', TO_DATE('2023-01-23', 'YYYY-MM-DD'), TO_DATE('2023-01-23', 'YYYY-MM-DD'), TO_DATE('2023-01-17', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00121', 'BC00427', TO_DATE('2023-03-03', 'YYYY-MM-DD'), TO_DATE('2023-03-03', 'YYYY-MM-DD'), TO_DATE('2023-02-28', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00122', 'BC00273', TO_DATE('2023-03-10', 'YYYY-MM-DD'), TO_DATE('2023-03-10', 'YYYY-MM-DD'), TO_DATE('2023-03-08', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00123', 'BC00433', TO_DATE('2023-03-19', 'YYYY-MM-DD'), TO_DATE('2023-03-19', 'YYYY-MM-DD'), TO_DATE('2023-03-14', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00124', 'BC00288', TO_DATE('2023-03-24', 'YYYY-MM-DD'), TO_DATE('2023-03-24', 'YYYY-MM-DD'), TO_DATE('2023-03-19', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00125', 'BC00163', TO_DATE('2023-04-05', 'YYYY-MM-DD'), TO_DATE('2023-04-05', 'YYYY-MM-DD'), TO_DATE('2023-04-04', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00140');
INSERT INTO BorrowDetails VALUES ('BR00126', 'BC00218', TO_DATE('2023-04-10', 'YYYY-MM-DD'), TO_DATE('2023-04-10', 'YYYY-MM-DD'), TO_DATE('2023-04-07', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00126', 'BC00281', TO_DATE('2023-04-10', 'YYYY-MM-DD'), TO_DATE('2023-04-10', 'YYYY-MM-DD'), TO_DATE('2023-04-07', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00127', 'BC00199', TO_DATE('2023-04-24', 'YYYY-MM-DD'), TO_DATE('2023-04-24', 'YYYY-MM-DD'), TO_DATE('2023-04-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00128', 'BC00361', TO_DATE('2023-04-26', 'YYYY-MM-DD'), TO_DATE('2023-04-26', 'YYYY-MM-DD'), TO_DATE('2023-04-26', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00129', 'BC00412', TO_DATE('2023-05-05', 'YYYY-MM-DD'), TO_DATE('2023-05-05', 'YYYY-MM-DD'), TO_DATE('2023-05-02', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00142');
INSERT INTO BorrowDetails VALUES ('BR00130', 'BC00044', TO_DATE('2023-05-21', 'YYYY-MM-DD'), TO_DATE('2023-05-21', 'YYYY-MM-DD'), TO_DATE('2023-05-19', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00130', 'BC00371', TO_DATE('2023-05-21', 'YYYY-MM-DD'), TO_DATE('2023-05-21', 'YYYY-MM-DD'), TO_DATE('2023-05-19', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00131', 'BC00193', TO_DATE('2023-06-10', 'YYYY-MM-DD'), TO_DATE('2023-06-10', 'YYYY-MM-DD'), TO_DATE('2023-06-13', 'YYYY-MM-DD'), 'HEAVYDMG', 'LATERETURN', 'FN00145');
INSERT INTO BorrowDetails VALUES ('BR00132', 'BC00230', TO_DATE('2023-06-12', 'YYYY-MM-DD'), TO_DATE('2023-06-12', 'YYYY-MM-DD'), TO_DATE('2023-06-10', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00133', 'BC00162', TO_DATE('2023-06-16', 'YYYY-MM-DD'), TO_DATE('2023-06-16', 'YYYY-MM-DD'), TO_DATE('2023-06-12', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00134', 'BC00441', TO_DATE('2023-06-19', 'YYYY-MM-DD'), TO_DATE('2023-06-19', 'YYYY-MM-DD'), TO_DATE('2023-06-15', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00134', 'BC00168', TO_DATE('2023-06-19', 'YYYY-MM-DD'), TO_DATE('2023-06-19', 'YYYY-MM-DD'), TO_DATE('2023-06-15', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00135', 'BC00480', TO_DATE('2023-06-21', 'YYYY-MM-DD'), TO_DATE('2023-06-21', 'YYYY-MM-DD'), TO_DATE('2023-06-18', 'YYYY-MM-DD'), 'LIGHTDMG', 'RETURNED', 'FN00146');
INSERT INTO BorrowDetails VALUES ('BR00135', 'BC00423', TO_DATE('2023-06-21', 'YYYY-MM-DD'), TO_DATE('2023-06-21', 'YYYY-MM-DD'), TO_DATE('2023-06-18', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00136', 'BC00378', TO_DATE('2023-06-23', 'YYYY-MM-DD'), TO_DATE('2023-06-23', 'YYYY-MM-DD'), TO_DATE('2023-06-22', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00136', 'BC00003', TO_DATE('2023-06-23', 'YYYY-MM-DD'), TO_DATE('2023-06-23', 'YYYY-MM-DD'), TO_DATE('2023-06-22', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00147');
INSERT INTO BorrowDetails VALUES ('BR00137', 'BC00468', TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00137', 'BC00197', TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-07-01', 'YYYY-MM-DD'), TO_DATE('2023-07-10', 'YYYY-MM-DD'), 'HEAVYDMG', 'LATERETURN', 'FN00151');
INSERT INTO BorrowDetails VALUES ('BR00137', 'BC00073', TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00137', 'BC00292', TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-23', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00148');
INSERT INTO BorrowDetails VALUES ('BR00137', 'BC00323', TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-24', 'YYYY-MM-DD'), TO_DATE('2023-06-23', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00138', 'BC00477', TO_DATE('2023-07-04', 'YYYY-MM-DD'), TO_DATE('2023-07-04', 'YYYY-MM-DD'), TO_DATE('2023-07-02', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00138', 'BC00138', TO_DATE('2023-07-04', 'YYYY-MM-DD'), TO_DATE('2023-07-04', 'YYYY-MM-DD'), TO_DATE('2023-07-02', 'YYYY-MM-DD'), 'HEAVYDMG', 'RETURNED', 'FN00150');
INSERT INTO BorrowDetails VALUES ('BR00139', 'BC00126', TO_DATE('2023-07-06', 'YYYY-MM-DD'), TO_DATE('2023-07-06', 'YYYY-MM-DD'), TO_DATE('2023-07-06', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00140', 'BC00392', TO_DATE('2023-07-20', 'YYYY-MM-DD'), TO_DATE('2023-07-20', 'YYYY-MM-DD'), TO_DATE('2023-07-17', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00141', 'BC00110', TO_DATE('2023-09-24', 'YYYY-MM-DD'), TO_DATE('2023-09-24', 'YYYY-MM-DD'), TO_DATE('2023-09-21', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00155');
INSERT INTO BorrowDetails VALUES ('BR00142', 'BC00439', TO_DATE('2023-10-28', 'YYYY-MM-DD'), TO_DATE('2023-10-28', 'YYYY-MM-DD'), TO_DATE('2023-10-27', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00143', 'BC00139', TO_DATE('2023-11-01', 'YYYY-MM-DD'), TO_DATE('2023-11-01', 'YYYY-MM-DD'), TO_DATE('2023-10-26', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00144', 'BC00227', TO_DATE('2023-11-06', 'YYYY-MM-DD'), TO_DATE('2023-11-06', 'YYYY-MM-DD'), TO_DATE('2023-11-05', 'YYYY-MM-DD'), 'LOST', 'RETURNED', 'FN00159');
INSERT INTO BorrowDetails VALUES ('BR00144', 'BC00214', TO_DATE('2023-11-06', 'YYYY-MM-DD'), TO_DATE('2023-11-06', 'YYYY-MM-DD'), TO_DATE('2023-11-05', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00145', 'BC00330', TO_DATE('2023-11-06', 'YYYY-MM-DD'), TO_DATE('2023-11-06', 'YYYY-MM-DD'), TO_DATE('2023-11-02', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00146', 'BC00190', TO_DATE('2024-01-11', 'YYYY-MM-DD'), TO_DATE('2024-01-11', 'YYYY-MM-DD'), TO_DATE('2024-01-08', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00147', 'BC00039', TO_DATE('2024-01-15', 'YYYY-MM-DD'), TO_DATE('2024-01-15', 'YYYY-MM-DD'), TO_DATE('2024-01-13', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00148', 'BC00035', TO_DATE('2024-01-17', 'YYYY-MM-DD'), TO_DATE('2024-01-17', 'YYYY-MM-DD'), TO_DATE('2024-01-14', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00148', 'BC00365', TO_DATE('2024-01-17', 'YYYY-MM-DD'), TO_DATE('2024-01-17', 'YYYY-MM-DD'), TO_DATE('2024-01-14', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00149', 'BC00253', TO_DATE('2024-01-19', 'YYYY-MM-DD'), TO_DATE('2024-01-19', 'YYYY-MM-DD'), TO_DATE('2024-01-19', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00150', 'BC00106', TO_DATE('2024-01-22', 'YYYY-MM-DD'), TO_DATE('2024-01-22', 'YYYY-MM-DD'), TO_DATE('2024-01-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
INSERT INTO BorrowDetails VALUES ('BR00151', 'BC00011', TO_DATE('2024-01-23', 'YYYY-MM-DD'), TO_DATE('2024-01-23', 'YYYY-MM-DD'), TO_DATE('2024-01-20', 'YYYY-MM-DD'), 'GOOD', 'RETURNED', NULL);
