INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00001','BOOKFINE','CONDITION',TO_DATE('2019-02-01', 'YYYY-MM-DD'),TO_DATE('2019-02-08', 'YYYY-MM-DD'),15.48,0.00,15.48,'SETTLED','PY00001');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00149','ROOMFINE','CONDITION',TO_DATE('2023-06-27', 'YYYY-MM-DD'),TO_DATE('2023-07-04', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00239');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00150','BOOKFINE','CONDITION',TO_DATE('2023-07-02', 'YYYY-MM-DD'),TO_DATE('2023-07-09', 'YYYY-MM-DD'),23.11,1.00,22.11,'SETTLED','PY00235');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00151','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2023-07-10', 'YYYY-MM-DD'),TO_DATE('2023-07-17', 'YYYY-MM-DD'),57.13,3.00,54.13,'SETTLED','PY00236');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00152','ROOMFINE','CONDITION',TO_DATE('2023-07-10', 'YYYY-MM-DD'),TO_DATE('2023-07-17', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00237');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00153','ROOMFINE','CONDITION',TO_DATE('2023-07-16', 'YYYY-MM-DD'),TO_DATE('2023-07-23', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00238');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00154','ROOMFINE','CONDITION',TO_DATE('2023-08-22', 'YYYY-MM-DD'),TO_DATE('2023-08-29', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00243');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00155','BOOKFINE','CONDITION',TO_DATE('2023-09-21', 'YYYY-MM-DD'),TO_DATE('2023-09-28', 'YYYY-MM-DD'),50.57,0.00,50.57,'SETTLED','PY00245');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00156','ROOMFINE','CONDITION',TO_DATE('2023-09-27', 'YYYY-MM-DD'),TO_DATE('2023-10-04', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00246');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00157','ROOMFINE','CONDITION',TO_DATE('2023-10-19', 'YYYY-MM-DD'),TO_DATE('2023-10-26', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00249');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00158','ROOMFINE','CONDITION',TO_DATE('2023-10-21', 'YYYY-MM-DD'),TO_DATE('2023-10-28', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00250');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00159','BOOKFINE','CONDITION',TO_DATE('2023-11-05', 'YYYY-MM-DD'),TO_DATE('2023-11-12', 'YYYY-MM-DD'),51.86,3.00,48.86,'SETTLED','PY00251');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00160','ROOMFINE','CONDITION',TO_DATE('2023-12-20', 'YYYY-MM-DD'),TO_DATE('2023-12-27', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00252');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00161','ROOMFINE','CONDITION',TO_DATE('2023-12-23', 'YYYY-MM-DD'),TO_DATE('2023-12-30', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00253');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00162','ROOMFINE','CONDITION',TO_DATE('2023-12-27', 'YYYY-MM-DD'),TO_DATE('2024-01-03', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00255');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00163','ROOMFINE','CONDITION',TO_DATE('2024-02-07', 'YYYY-MM-DD'),TO_DATE('2024-02-14', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00259');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00164','BOOKFINE','OVERDUE+CONDITION',TO_DATE('2024-02-27', 'YYYY-MM-DD'),TO_DATE('2024-03-05', 'YYYY-MM-DD'),43.94,1.00,42.94,'SETTLED','PY00260');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00165','ROOMFINE','CONDITION+LATE_FINE_REPAY',TO_DATE('2024-02-27', 'YYYY-MM-DD'),TO_DATE('2024-03-05', 'YYYY-MM-DD'),100.00,3.00,97.00,'OVERDUE','PY00262');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00166','ROOMFINE','CONDITION',TO_DATE('2024-02-28', 'YYYY-MM-DD'),TO_DATE('2024-03-06', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00261');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00167','ROOMFINE','CONDITION',TO_DATE('2024-03-15', 'YYYY-MM-DD'),TO_DATE('2024-03-22', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00264');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00168','BOOKFINE','CONDITION',TO_DATE('2024-03-25', 'YYYY-MM-DD'),TO_DATE('2024-04-01', 'YYYY-MM-DD'),5.79,5.00,0.79,'SETTLED','PY00265');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00169','ROOMFINE','CONDITION',TO_DATE('2024-05-20', 'YYYY-MM-DD'),TO_DATE('2024-05-27', 'YYYY-MM-DD'),100.00,1.00,99.00,'SETTLED','PY00274');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00170','ROOMFINE','CONDITION',TO_DATE('2024-05-25', 'YYYY-MM-DD'),TO_DATE('2024-06-01', 'YYYY-MM-DD'),100.00,5.00,95.00,'SETTLED','PY00275');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00171','BOOKFINE','CONDITION',TO_DATE('2024-06-11', 'YYYY-MM-DD'),TO_DATE('2024-06-18', 'YYYY-MM-DD'),11.17,1.00,10.17,'SETTLED','PY00279');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00172','ROOMFINE','CONDITION',TO_DATE('2024-06-15', 'YYYY-MM-DD'),TO_DATE('2024-06-22', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00280');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00173','BOOKFINE','CONDITION',TO_DATE('2024-06-20', 'YYYY-MM-DD'),TO_DATE('2024-06-27', 'YYYY-MM-DD'),61.42,1.00,60.42,'PENDING',NULL);
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00174','BOOKFINE','CONDITION',TO_DATE('2024-06-27', 'YYYY-MM-DD'),TO_DATE('2024-07-04', 'YYYY-MM-DD'),5.42,3.00,2.42,'SETTLED','PY00284');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00175','ROOMFINE','CONDITION',TO_DATE('2024-07-05', 'YYYY-MM-DD'),TO_DATE('2024-07-12', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00287');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00176','ROOMFINE','CONDITION',TO_DATE('2024-08-18', 'YYYY-MM-DD'),TO_DATE('2024-08-25', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00294');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00177','ROOMFINE','CONDITION',TO_DATE('2024-08-25', 'YYYY-MM-DD'),TO_DATE('2024-09-01', 'YYYY-MM-DD'),100.00,1.00,99.00,'SETTLED','PY00296');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00178','ROOMFINE','CONDITION',TO_DATE('2024-08-30', 'YYYY-MM-DD'),TO_DATE('2024-09-06', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00297');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00179','ROOMFINE','CONDITION',TO_DATE('2024-09-20', 'YYYY-MM-DD'),TO_DATE('2024-09-27', 'YYYY-MM-DD'),15.00,1.00,14.00,'SETTLED','PY00300');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00180','ROOMFINE','CONDITION',TO_DATE('2024-09-25', 'YYYY-MM-DD'),TO_DATE('2024-10-02', 'YYYY-MM-DD'),100.00,3.00,97.00,'SETTLED','PY00303');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00181','ROOMFINE','CONDITION',TO_DATE('2024-10-15', 'YYYY-MM-DD'),TO_DATE('2024-10-22', 'YYYY-MM-DD'),100.00,3.00,97.00,'SETTLED','PY00304');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00182','ROOMFINE','CONDITION',TO_DATE('2024-11-15', 'YYYY-MM-DD'),TO_DATE('2024-11-22', 'YYYY-MM-DD'),15.00,5.00,10.00,'SETTLED','PY00308');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00183','ROOMFINE','CONDITION',TO_DATE('2024-12-10', 'YYYY-MM-DD'),TO_DATE('2024-12-17', 'YYYY-MM-DD'),100.00,0.00,100.00,'SETTLED','PY00313');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00184','ROOMFINE','CONDITION',TO_DATE('2024-12-26', 'YYYY-MM-DD'),TO_DATE('2025-01-02', 'YYYY-MM-DD'),100.00,1.00,99.00,'SETTLED','PY00316');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00185','ROOMFINE','CONDITION+LATE_FINE_REPAY',TO_DATE('2024-12-30', 'YYYY-MM-DD'),TO_DATE('2025-01-06', 'YYYY-MM-DD'),100.00,3.00,97.00,'OVERDUE','PY00317');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00186','ROOMFINE','CONDITION',TO_DATE('2025-01-05', 'YYYY-MM-DD'),TO_DATE('2025-01-12', 'YYYY-MM-DD'),15.00,3.00,12.00,'SETTLED','PY00318');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00187','ROOMFINE','CONDITION',TO_DATE('2025-01-15', 'YYYY-MM-DD'),TO_DATE('2025-01-22', 'YYYY-MM-DD'),15.00,1.00,14.00,'SETTLED','PY00319');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00188','BOOKFINE','CONDITION',TO_DATE('2025-01-21', 'YYYY-MM-DD'),TO_DATE('2025-01-28', 'YYYY-MM-DD'),24.21,3.00,21.21,'PENDING',NULL);
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00189','BOOKFINE','OVERDUE+CONDITION+LATE_FINE_REPAY',TO_DATE('2025-01-25', 'YYYY-MM-DD'),TO_DATE('2025-02-01', 'YYYY-MM-DD'),59.49,1.00,58.49,'OVERDUE','PY00320');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00190','ROOMFINE','CONDITION',TO_DATE('2025-02-05', 'YYYY-MM-DD'),TO_DATE('2025-02-12', 'YYYY-MM-DD'),100.00,5.00,95.00,'SETTLED','PY00321');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00191','ROOMFINE','CONDITION+LATE_FINE_REPAY',TO_DATE('2025-02-15', 'YYYY-MM-DD'),TO_DATE('2025-02-22', 'YYYY-MM-DD'),15.00,3.00,12.00,'OVERDUE','PY00322');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00192','ROOMFINE','CONDITION',TO_DATE('2025-02-28', 'YYYY-MM-DD'),TO_DATE('2025-03-07', 'YYYY-MM-DD'),15.00,5.00,10.00,'SETTLED','PY00323');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00193','ROOMFINE','CONDITION+LATE_FINE_REPAY',TO_DATE('2025-03-10', 'YYYY-MM-DD'),TO_DATE('2025-03-17', 'YYYY-MM-DD'),100.00,3.00,97.00,'OVERDUE','PY00324');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00194','BOOKFINE','CONDITION',TO_DATE('2025-03-18', 'YYYY-MM-DD'),TO_DATE('2025-03-25', 'YYYY-MM-DD'),3.21,1.00,2.21,'SETTLED','PY00325');
INSERT INTO Fine (FineID, FineType, FineReason, FineIssuedDate, FineDueDate, FineCharged, FineDiscountAmount, TotalFineToBePaid, FineStatus, PaymentID) VALUES ('FN00195','ROOMFINE','CONDITION',TO_DATE('2025-03-19', 'YYYY-MM-DD'),TO_DATE('2025-03-26', 'YYYY-MM-DD'),15.00,0.00,15.00,'SETTLED','PY00326');
